Customer ID,Item_Purchased,Category,Purchase_Amount (USD),Size,Color
685,Hat,Accessories,82,M,Yellow
686,Blouse,Clothing,71,XL,Magenta
687,Sweater,Clothing,35,L,Beige
688,Gloves,Accessories,38,XL,Turquoise
689,Scarf,Accessories,59,S,Peach
690,Hoodie,Clothing,91,M,Orange
691,Shorts,Clothing,68,XL,Red
692,Backpack,Accessories,21,L,Silver
693,Sunglasses,Accessories,95,M,Cyan
694,Shorts,Clothing,52,L,Turquoise
695,Dress,Clothing,21,S,Charcoal
696,Shorts,Clothing,67,XL,Peach
697,Belt,Accessories,42,L,Green
698,Scarf,Accessories,63,XL,Brown
699,Boots,Footwear,41,M,Yellow
700,Handbag,Accessories,46,M,Charcoal
701,Pants,Clothing,79,L,Olive
702,Boots,Footwear,90,L,Red
703,Shirt,Clothing,71,M,White
704,Dress,Clothing,87,L,Pink
705,Hoodie,Clothing,66,S,Black
706,Pants,Clothing,90,XL,Indigo
707,Jeans,Clothing,47,L,Turquoise
708,Shirt,Clothing,38,L,Purple
709,Backpack,Accessories,50,L,Beige
710,Jacket,Outerwear,79,L,Charcoal
711,Scarf,Accessories,91,L,Turquoise
712,Boots,Footwear,60,M,Maroon
713,Blouse,Clothing,81,XL,Black
714,Hoodie,Clothing,90,M,Lavender
715,Jacket,Outerwear,70,M,Magenta
716,Jeans,Clothing,63,L,Green
717,Jewelry,Accessories,29,M,Olive
718,Socks,Clothing,90,L,Green
719,Shirt,Clothing,22,M,Peach
720,Shorts,Clothing,22,L,Turquoise
721,Jewelry,Accessories,62,L,Orange
722,Blouse,Clothing,57,L,Silver
723,Sweater,Clothing,32,S,Blue
724,Jewelry,Accessories,53,L,Cyan
725,T-shirt,Clothing,79,XL,Green
726,Hat,Accessories,61,L,Silver
727,Shorts,Clothing,78,L,Yellow
728,Sweater,Clothing,97,S,Gray
729,Jeans,Clothing,78,M,Pink
730,Sunglasses,Accessories,56,L,Beige
731,Boots,Footwear,25,M,Indigo
732,Coat,Outerwear,28,M,Red
733,Shirt,Clothing,57,L,Blue
734,Dress,Clothing,36,L,Cyan
735,Shirt,Clothing,69,S,Violet
736,Sunglasses,Accessories,48,M,Orange
737,Dress,Clothing,58,L,Maroon
738,Sunglasses,Accessories,24,M,Teal
739,Sunglasses,Accessories,31,L,Orange
740,Shorts,Clothing,29,S,Purple
741,Jeans,Clothing,69,M,Orange
742,T-shirt,Clothing,79,XL,Yellow
743,Pants,Clothing,39,M,Charcoal
744,Sunglasses,Accessories,84,L,Gray
745,Boots,Footwear,66,S,Charcoal
746,T-shirt,Clothing,92,L,Orange
747,Sandals,Footwear,45,M,Red
748,Shorts,Clothing,74,L,Gold
749,Hat,Accessories,39,L,Brown
750,Scarf,Accessories,71,M,Olive
751,T-shirt,Clothing,95,L,Violet
752,Gloves,Accessories,72,L,Indigo
753,Scarf,Accessories,85,L,Yellow
754,Boots,Footwear,54,M,Teal
755,Gloves,Accessories,41,L,Pink
756,Coat,Outerwear,24,M,Violet
757,Belt,Accessories,99,S,Orange
758,Hoodie,Clothing,32,M,Red
759,Shoes,Footwear,71,L,Peach
760,Dress,Clothing,49,XL,Green
761,Gloves,Accessories,50,XL,Violet
762,Jewelry,Accessories,91,L,Yellow
763,Belt,Accessories,46,M,Pink
764,Sweater,Clothing,50,M,Brown
765,Skirt,Clothing,39,XL,Silver
766,Sneakers,Footwear,99,M,Pink
767,Gloves,Accessories,48,M,Cyan
768,Coat,Outerwear,77,M,Brown
769,Backpack,Accessories,95,XL,Red
770,Socks,Clothing,100,M,Silver
771,Sneakers,Footwear,54,M,Gray
772,Sweater,Clothing,68,L,Cyan
773,Jeans,Clothing,22,L,Teal
774,Hat,Accessories,84,L,Indigo
775,Hat,Accessories,46,M,Yellow
776,Handbag,Accessories,53,S,Gold
777,Shirt,Clothing,60,M,Maroon
778,Socks,Clothing,32,XL,Silver
779,Socks,Clothing,50,M,Yellow
780,Dress,Clothing,94,M,Blue
781,Shoes,Footwear,26,M,Turquoise
782,Scarf,Accessories,44,L,Indigo
783,Hoodie,Clothing,57,M,Green
784,T-shirt,Clothing,65,L,Purple
785,Jeans,Clothing,72,M,Peach
786,Shorts,Clothing,62,S,Purple
787,Hat,Accessories,21,S,Teal
788,Handbag,Accessories,85,S,Green
789,Pants,Clothing,51,XL,Yellow
790,Handbag,Accessories,84,S,Purple
791,Sweater,Clothing,37,M,Indigo
792,Scarf,Accessories,44,S,Magenta
793,Sneakers,Footwear,45,M,Violet
794,Pants,Clothing,35,L,Maroon
795,Backpack,Accessories,50,XL,Yellow
796,Sandals,Footwear,26,M,Beige
797,Socks,Clothing,78,XL,Black
798,Coat,Outerwear,82,M,Violet
799,Socks,Clothing,39,M,Violet
800,Belt,Accessories,55,L,Brown
801,Socks,Clothing,20,S,Gold
802,Belt,Accessories,29,L,Blue
803,Pants,Clothing,41,M,Teal
804,Shorts,Clothing,38,L,Silver
805,Boots,Footwear,47,M,Maroon
806,Dress,Clothing,30,L,White
807,Jeans,Clothing,56,L,Charcoal
808,T-shirt,Clothing,89,S,Brown
809,Shoes,Footwear,96,L,Lavender
810,Boots,Footwear,81,M,Violet
811,Scarf,Accessories,83,S,Lavender
812,Sneakers,Footwear,35,M,Green
813,Boots,Footwear,56,M,Olive
814,Handbag,Accessories,45,S,Olive
815,Shirt,Clothing,62,M,Pink
816,Hat,Accessories,84,L,Teal
817,Sweater,Clothing,24,L,Cyan
818,Handbag,Accessories,21,S,Gray
819,Shirt,Clothing,91,M,Peach
820,Sunglasses,Accessories,36,S,Teal
821,Sneakers,Footwear,39,M,Turquoise
822,Hoodie,Clothing,39,M,Green
823,Shirt,Clothing,59,L,Magenta
824,Sunglasses,Accessories,27,M,Green
825,Blouse,Clothing,94,M,White
826,Belt,Accessories,94,XL,Brown
827,Dress,Clothing,94,M,Purple
828,Shoes,Footwear,51,S,Green
829,Socks,Clothing,62,M,Peach
830,Socks,Clothing,57,S,Silver
831,Shorts,Clothing,76,M,Maroon
832,Gloves,Accessories,63,M,Red
833,Jacket,Outerwear,80,L,Blue
834,Handbag,Accessories,68,M,Purple
835,Backpack,Accessories,89,M,Indigo
836,Boots,Footwear,26,L,Indigo
837,Gloves,Accessories,90,L,Violet
838,Hoodie,Clothing,28,L,Brown
839,Coat,Outerwear,29,M,Gray
840,Shirt,Clothing,31,L,Teal
841,Shirt,Clothing,24,L,Teal
842,Sweater,Clothing,88,M,Beige
843,Shirt,Clothing,87,M,Violet
844,Hoodie,Clothing,80,S,Beige
845,Sandals,Footwear,48,L,Purple
846,Belt,Accessories,21,XL,Charcoal
847,Boots,Footwear,72,M,Pink
848,Hoodie,Clothing,44,L,Blue
849,Sandals,Footwear,73,M,Lavender
850,Jeans,Clothing,61,S,Charcoal
851,Shoes,Footwear,20,L,Turquoise
852,Sandals,Footwear,86,M,Red
853,Dress,Clothing,60,L,Yellow
854,Hat,Accessories,43,L,Orange
855,Pants,Clothing,44,L,Blue
856,Socks,Clothing,76,L,Gold
857,Shirt,Clothing,33,M,Gold
858,Shorts,Clothing,60,L,Cyan
859,Jacket,Outerwear,26,L,Olive
860,Hoodie,Clothing,73,M,Teal
861,Shoes,Footwear,87,M,Maroon
862,Skirt,Clothing,100,XL,Green
863,Coat,Outerwear,84,M,Charcoal
864,Sneakers,Footwear,41,M,Cyan
865,Jeans,Clothing,59,S,Charcoal
866,Blouse,Clothing,26,L,Charcoal
867,Sunglasses,Accessories,69,M,Lavender
868,Jacket,Outerwear,20,M,Turquoise
869,Dress,Clothing,83,M,Green
870,Hat,Accessories,54,M,Silver
871,Hoodie,Clothing,66,M,Blue
872,Handbag,Accessories,42,M,Charcoal
873,Jeans,Clothing,33,M,Pink
874,Boots,Footwear,77,M,Pink
875,Jacket,Outerwear,65,M,Magenta
876,Sandals,Footwear,39,L,Gray
877,Belt,Accessories,51,L,Gray
878,Handbag,Accessories,65,M,Orange
879,Sunglasses,Accessories,89,S,Black
880,Skirt,Clothing,76,S,Lavender
881,Backpack,Accessories,75,L,Red
882,Sandals,Footwear,61,M,Silver
883,Boots,Footwear,35,M,Cyan
884,Sneakers,Footwear,37,S,Gold
885,Skirt,Clothing,91,L,Yellow
886,Dress,Clothing,99,L,Purple
887,Shorts,Clothing,54,S,Brown
888,Handbag,Accessories,47,L,Turquoise
889,Scarf,Accessories,77,S,Gold
890,Belt,Accessories,84,S,Olive
891,Gloves,Accessories,51,S,Purple
892,Skirt,Clothing,26,S,Lavender
893,Shorts,Clothing,64,L,Gray
894,Backpack,Accessories,51,M,Red
895,Hoodie,Clothing,60,L,Purple
896,Hat,Accessories,69,XL,Olive
897,Jewelry,Accessories,29,M,Lavender
898,Shirt,Clothing,91,M,Gray
899,Belt,Accessories,70,L,Red
900,Sweater,Clothing,58,M,Peach
901,Hat,Accessories,98,L,Gray
902,Scarf,Accessories,68,L,Violet
903,Hat,Accessories,44,M,Beige
904,Jacket,Outerwear,45,M,Blue
905,T-shirt,Clothing,99,L,Magenta
906,Dress,Clothing,68,S,Cyan
907,Pants,Clothing,56,M,Red
908,Sweater,Clothing,43,L,Cyan
909,Sunglasses,Accessories,99,M,Turquoise
910,Belt,Accessories,56,L,Silver
911,Hoodie,Clothing,25,S,Pink
912,Pants,Clothing,74,M,Black
913,Hoodie,Clothing,56,M,Green
914,Sneakers,Footwear,47,M,Yellow
915,Dress,Clothing,67,L,Purple
916,Dress,Clothing,22,L,Purple
917,Jeans,Clothing,34,S,Blue
918,Sweater,Clothing,64,M,Maroon
919,Shorts,Clothing,42,M,Orange
920,Shirt,Clothing,82,L,Green
921,Belt,Accessories,81,XL,Gold
922,Coat,Outerwear,24,L,Silver
923,Sneakers,Footwear,60,M,Cyan
924,Shirt,Clothing,24,M,Silver
925,Socks,Clothing,78,XL,Beige
926,Jeans,Clothing,88,L,Teal
927,Jeans,Clothing,63,XL,Green
928,Sneakers,Footwear,78,L,Black
929,Dress,Clothing,37,XL,Yellow
930,Boots,Footwear,94,M,White
931,T-shirt,Clothing,78,L,Green
932,Coat,Outerwear,36,M,Silver
933,Skirt,Clothing,24,L,Blue
934,Sneakers,Footwear,84,M,Magenta
935,Jeans,Clothing,47,S,Yellow
936,Hoodie,Clothing,51,L,White
937,Shoes,Footwear,84,M,Pink
938,Shorts,Clothing,24,M,Magenta
939,Blouse,Clothing,97,S,Teal
940,T-shirt,Clothing,89,L,Indigo
941,Belt,Accessories,44,S,Maroon
942,Handbag,Accessories,35,L,Black
943,Dress,Clothing,91,M,Cyan
944,Hat,Accessories,63,L,Cyan
945,Belt,Accessories,97,S,Gray
946,Boots,Footwear,38,M,Violet
947,Coat,Outerwear,24,XL,Blue
948,Blouse,Clothing,32,M,Charcoal
949,Hat,Accessories,90,L,Olive
950,Jeans,Clothing,36,M,Olive
951,Backpack,Accessories,37,XL,Turquoise
952,Dress,Clothing,51,M,Cyan
953,Hat,Accessories,71,S,Red
954,Sunglasses,Accessories,50,S,Cyan
955,Hat,Accessories,74,S,Turquoise
956,Dress,Clothing,75,L,Lavender
957,Shirt,Clothing,99,XL,Cyan
958,Scarf,Accessories,23,XL,Violet
959,Sneakers,Footwear,53,XL,Beige
960,Skirt,Clothing,99,M,Cyan
961,Jewelry,Accessories,48,XL,Indigo
962,Boots,Footwear,72,L,Olive
963,Sunglasses,Accessories,64,L,Green
964,Boots,Footwear,63,L,Green
965,Sandals,Footwear,51,M,Beige
966,Boots,Footwear,55,L,Black
967,Dress,Clothing,55,M,Brown
968,Hoodie,Clothing,26,S,Silver
969,Shorts,Clothing,67,L,Gray
970,Coat,Outerwear,31,S,Pink
971,Jeans,Clothing,66,S,Maroon
972,Sunglasses,Accessories,67,M,Cyan
973,Sneakers,Footwear,61,L,Gold
974,Jacket,Outerwear,75,M,Teal
975,Skirt,Clothing,90,M,Beige
976,Sweater,Clothing,40,M,Olive
977,T-shirt,Clothing,90,M,Gray
978,Belt,Accessories,20,M,Black
979,Gloves,Accessories,40,M,Turquoise
980,Hat,Accessories,33,S,Brown
981,Boots,Footwear,98,S,Magenta
982,Belt,Accessories,42,M,Silver
983,Coat,Outerwear,62,S,Red
984,Hat,Accessories,45,L,Indigo
985,Shoes,Footwear,78,M,Green
986,Handbag,Accessories,80,M,Gray
987,Scarf,Accessories,96,S,Peach
988,Handbag,Accessories,47,M,Charcoal
989,Pants,Clothing,84,M,Orange
990,Shoes,Footwear,31,M,Beige
991,Sunglasses,Accessories,63,S,Yellow
992,Shorts,Clothing,97,XL,White
993,Jacket,Outerwear,99,M,Gray
994,Sandals,Footwear,90,M,Peach
995,Shoes,Footwear,68,L,Violet
996,Jewelry,Accessories,80,M,Magenta
997,Sandals,Footwear,91,L,Maroon
998,Pants,Clothing,30,M,Cyan
999,Shoes,Footwear,90,M,White
1000,Socks,Clothing,28,L,Brown
1001,Socks,Clothing,46,M,Red
1002,Dress,Clothing,60,M,Orange
1003,Shoes,Footwear,59,M,White
1004,Hat,Accessories,68,M,Green
1005,Backpack,Accessories,79,M,Black
1006,Backpack,Accessories,94,M,Gold
1007,Pants,Clothing,83,S,Lavender
1008,Gloves,Accessories,62,XL,Turquoise
1009,Scarf,Accessories,85,M,Pink
1010,Hoodie,Clothing,30,M,Silver
1011,Jeans,Clothing,24,XL,Gray
1012,Backpack,Accessories,25,L,Indigo
1013,Sandals,Footwear,37,L,Teal
1014,Belt,Accessories,69,XL,Green
1015,Shoes,Footwear,97,M,Violet
1016,Gloves,Accessories,24,M,Cyan
1017,Belt,Accessories,30,XL,Blue
1018,Jacket,Outerwear,53,L,Orange
1019,Dress,Clothing,70,XL,Charcoal
1020,Shirt,Clothing,76,S,Beige
1021,Scarf,Accessories,95,M,Black
1022,Coat,Outerwear,51,S,Lavender
1023,Handbag,Accessories,41,M,Lavender
1024,Sunglasses,Accessories,71,S,Turquoise
1025,T-shirt,Clothing,66,M,Purple
1026,Shirt,Clothing,84,M,Olive
1027,Handbag,Accessories,95,L,Turquoise
1028,Jewelry,Accessories,90,L,Teal
1029,Hoodie,Clothing,36,S,Lavender
1030,Gloves,Accessories,22,M,Purple
1031,Coat,Outerwear,89,L,Blue
1032,Sandals,Footwear,50,M,Teal
1033,Boots,Footwear,36,M,Lavender
1034,Pants,Clothing,52,S,Silver
1035,Socks,Clothing,29,M,Olive
1036,Blouse,Clothing,89,M,Brown
1037,Handbag,Accessories,47,M,Yellow
1038,Jewelry,Accessories,25,XL,Brown
1039,Pants,Clothing,74,XL,Cyan
1040,Belt,Accessories,46,M,Magenta
1041,Jeans,Clothing,22,S,Magenta
1042,Shirt,Clothing,25,M,Orange
1043,Belt,Accessories,80,M,Maroon
1044,Jeans,Clothing,76,M,Green
1045,Jeans,Clothing,30,L,Teal
1046,Sweater,Clothing,79,L,Black
1047,Sneakers,Footwear,22,M,Magenta
1048,Socks,Clothing,36,S,Olive
1049,Socks,Clothing,77,L,Yellow
1050,Sunglasses,Accessories,33,S,Purple
1051,Sneakers,Footwear,64,M,Beige
1052,Socks,Clothing,53,M,Indigo
1053,Shoes,Footwear,36,XL,Pink
1054,Blouse,Clothing,70,M,Blue
1055,Shorts,Clothing,96,L,Cyan
1056,Jacket,Outerwear,27,M,Orange
1057,Sweater,Clothing,64,L,Black
1058,Jacket,Outerwear,23,S,Maroon
1059,Scarf,Accessories,33,L,Violet
1060,Jacket,Outerwear,34,M,Beige
1061,Sweater,Clothing,35,S,Gray
1062,Coat,Outerwear,62,M,Gray
1063,Boots,Footwear,75,M,Brown
1064,Hoodie,Clothing,29,S,Indigo
1065,Hat,Accessories,28,M,Violet
1066,T-shirt,Clothing,20,XL,Blue
1067,Coat,Outerwear,96,M,Red
1068,Dress,Clothing,43,S,Peach
1069,Shirt,Clothing,94,M,Olive
1070,Skirt,Clothing,81,XL,White
1071,Jewelry,Accessories,75,M,Magenta
1072,Hat,Accessories,81,M,Beige
1073,Shorts,Clothing,92,L,Gold
1074,Scarf,Accessories,96,XL,Purple
1075,Jewelry,Accessories,71,S,White
1076,Sunglasses,Accessories,50,L,Indigo
1077,Coat,Outerwear,72,L,Charcoal
1078,Jacket,Outerwear,28,M,Pink
1079,Sweater,Clothing,59,M,Silver
1080,Coat,Outerwear,33,S,Blue
1081,Scarf,Accessories,59,L,Blue
1082,Belt,Accessories,30,XL,Brown
1083,Hat,Accessories,85,XL,Cyan
1084,Backpack,Accessories,97,L,Teal
1085,T-shirt,Clothing,36,S,Purple
1086,Jewelry,Accessories,85,M,Turquoise
1087,Sunglasses,Accessories,62,M,Olive
1088,Jeans,Clothing,71,S,White
1089,Pants,Clothing,21,M,Turquoise
1090,Backpack,Accessories,61,M,Silver
1091,Scarf,Accessories,58,M,Violet
1092,Sweater,Clothing,80,L,Lavender
1093,Jewelry,Accessories,50,L,Magenta
1094,Sneakers,Footwear,48,S,Indigo
1095,Jewelry,Accessories,40,M,Black
1096,Coat,Outerwear,34,S,Peach
1097,Coat,Outerwear,46,S,Beige
1098,Sunglasses,Accessories,27,M,Black
1099,Handbag,Accessories,98,S,Turquoise
1100,Sweater,Clothing,73,M,Peach
1101,Pants,Clothing,28,L,Gold
1102,Gloves,Accessories,76,XL,Silver
1103,Sweater,Clothing,83,M,Peach
1104,Hoodie,Clothing,23,S,Charcoal
1105,Hat,Accessories,28,M,Beige
1106,T-shirt,Clothing,83,S,Olive
1107,Skirt,Clothing,96,L,Violet
1108,Sneakers,Footwear,62,M,Peach
1109,Shorts,Clothing,25,M,Teal
1110,Hoodie,Clothing,97,L,Violet
1111,Hoodie,Clothing,61,L,Cyan
1112,Shoes,Footwear,66,S,Olive
1113,Hoodie,Clothing,67,XL,Pink
1114,Sunglasses,Accessories,80,M,Purple
1115,Skirt,Clothing,25,L,Violet
1116,Hat,Accessories,58,S,Peach
1117,Backpack,Accessories,96,M,Charcoal
1118,Sunglasses,Accessories,77,L,Lavender
1119,Belt,Accessories,65,M,Purple
1120,Jewelry,Accessories,36,M,Indigo
1121,Sneakers,Footwear,84,M,Magenta
1122,T-shirt,Clothing,58,XL,Peach
1123,Handbag,Accessories,62,S,Charcoal
1124,Hat,Accessories,67,S,Purple
1125,Sweater,Clothing,20,M,Orange
1126,Sandals,Footwear,90,M,Lavender
1127,Scarf,Accessories,58,L,Beige
1128,Shirt,Clothing,53,XL,Maroon
1129,Gloves,Accessories,30,L,Charcoal
1130,Hoodie,Clothing,65,XL,White
1131,Jewelry,Accessories,41,M,Lavender
1132,Shirt,Clothing,73,M,Black
1133,Hoodie,Clothing,98,S,Teal
1134,Shoes,Footwear,36,XL,Magenta
1135,T-shirt,Clothing,81,M,Brown
1136,Skirt,Clothing,90,L,Peach
1137,Handbag,Accessories,83,S,Cyan
1138,Shirt,Clothing,91,XL,Pink
1139,Pants,Clothing,36,M,Purple
1140,Coat,Outerwear,53,L,Purple
1141,Jeans,Clothing,39,M,White
1142,Gloves,Accessories,33,S,Silver
1143,T-shirt,Clothing,76,L,Green
1144,Boots,Footwear,23,L,Teal
1145,Jeans,Clothing,54,S,Indigo
1146,Sneakers,Footwear,89,L,Pink
1147,Sneakers,Footwear,38,M,Indigo
1148,Hat,Accessories,36,XL,Red
1149,Pants,Clothing,66,M,Violet
1150,Jewelry,Accessories,42,L,Cyan
1151,Jewelry,Accessories,36,S,Red
1152,Blouse,Clothing,86,M,Gray
1153,Handbag,Accessories,49,M,Gold
1154,Shirt,Clothing,41,M,Pink
1155,Dress,Clothing,82,L,Cyan
1156,T-shirt,Clothing,53,S,Red
1157,Shoes,Footwear,21,M,Gold
1158,Belt,Accessories,66,M,Charcoal
1159,Belt,Accessories,89,L,Orange
1160,Handbag,Accessories,55,L,Blue
1161,Scarf,Accessories,42,S,Blue
1162,Shorts,Clothing,52,S,Orange
1163,Sandals,Footwear,92,M,Blue
1164,Pants,Clothing,56,L,White
1165,Dress,Clothing,96,M,Green
1166,T-shirt,Clothing,64,M,Silver
1167,Dress,Clothing,48,S,Lavender
1168,Socks,Clothing,83,XL,Beige
1169,Scarf,Accessories,91,L,Violet
1170,Backpack,Accessories,94,S,Gray
1171,Skirt,Clothing,62,S,Red
1172,Socks,Clothing,55,M,Lavender
1173,Coat,Outerwear,68,L,Peach
1174,Jewelry,Accessories,76,M,Indigo
1175,Backpack,Accessories,31,M,Black
1176,Belt,Accessories,81,M,Beige
1177,Dress,Clothing,83,M,Red
1178,Skirt,Clothing,21,M,Black
1179,Dress,Clothing,22,M,Teal
1180,T-shirt,Clothing,33,M,Blue
1181,Skirt,Clothing,23,S,Beige
1182,Shorts,Clothing,96,L,Teal
1183,Jewelry,Accessories,21,M,Maroon
1184,Pants,Clothing,39,M,Yellow
1185,Belt,Accessories,73,S,Indigo
1186,Jeans,Clothing,64,M,Magenta
1187,Jeans,Clothing,68,M,Beige
1188,Hat,Accessories,89,L,Maroon
1189,Blouse,Clothing,29,M,Magenta
1190,Shirt,Clothing,97,XL,Teal
1191,Shirt,Clothing,45,M,Orange
1192,T-shirt,Clothing,70,L,Charcoal
1193,Coat,Outerwear,56,M,Turquoise
1194,Jacket,Outerwear,55,L,Pink
1195,Hoodie,Clothing,46,S,Teal
1196,Scarf,Accessories,95,M,White
1197,Belt,Accessories,88,M,Maroon
1198,Sneakers,Footwear,92,L,Violet
1199,Socks,Clothing,49,M,Brown
1200,Sandals,Footwear,89,M,Indigo
1201,Coat,Outerwear,22,XL,Black
1202,Shoes,Footwear,61,XL,Black
1203,Scarf,Accessories,29,S,Olive
1204,Sneakers,Footwear,82,M,Orange
1205,Belt,Accessories,94,M,Pink
1206,Handbag,Accessories,99,M,Olive
1207,Handbag,Accessories,59,S,Cyan
1208,Boots,Footwear,90,M,White
1209,Boots,Footwear,100,S,Red
1210,Pants,Clothing,62,M,Blue
1211,Sunglasses,Accessories,78,M,Olive
1212,Hoodie,Clothing,94,M,Green
1213,Shoes,Footwear,74,M,Yellow
1214,Handbag,Accessories,52,XL,Black
1215,Jacket,Outerwear,81,M,Blue
1216,Blouse,Clothing,20,L,Pink
1217,Pants,Clothing,32,XL,Lavender
1218,Boots,Footwear,63,XL,Cyan
1219,Boots,Footwear,79,M,Cyan
1220,Sweater,Clothing,23,M,Gold
1221,Gloves,Accessories,64,M,Green
1222,Socks,Clothing,69,M,Red
1223,Jeans,Clothing,69,L,Magenta
1224,Pants,Clothing,24,L,Red
1225,Shorts,Clothing,50,M,Yellow
1226,Gloves,Accessories,97,S,Turquoise
1227,Sandals,Footwear,91,S,Cyan
1228,Blouse,Clothing,37,L,Yellow
1229,Jacket,Outerwear,55,S,Yellow
1230,Jewelry,Accessories,52,XL,Maroon
1231,Hat,Accessories,80,L,Brown
1232,Socks,Clothing,79,M,Gold
1233,Handbag,Accessories,23,M,Charcoal
1234,Pants,Clothing,73,L,Beige
1235,Gloves,Accessories,99,M,Indigo
1236,Sweater,Clothing,22,M,Red
1237,Hat,Accessories,68,M,White
1238,Dress,Clothing,92,S,Charcoal
1239,Pants,Clothing,77,M,Violet
1240,Coat,Outerwear,37,XL,Magenta
1241,Scarf,Accessories,79,L,White
1242,Hoodie,Clothing,51,XL,Pink
1243,Socks,Clothing,27,M,Lavender
1244,Blouse,Clothing,23,S,Pink
1245,Socks,Clothing,76,S,Silver
1246,Dress,Clothing,31,M,Violet
1247,Hoodie,Clothing,60,M,Charcoal
1248,T-shirt,Clothing,99,M,Charcoal
1249,Hat,Accessories,37,XL,Red
1250,Boots,Footwear,50,M,Peach
1251,Jeans,Clothing,26,XL,Purple
1252,Shorts,Clothing,86,XL,Orange
1253,Sandals,Footwear,41,L,Magenta
1254,Sandals,Footwear,23,XL,Red
1255,Sneakers,Footwear,56,XL,Black
1256,Hat,Accessories,68,M,Peach
1257,Coat,Outerwear,48,S,Olive
1258,Dress,Clothing,67,L,Gold
1259,Boots,Footwear,87,XL,Gold
1260,Skirt,Clothing,64,M,Turquoise
1261,Shirt,Clothing,93,XL,Green
1262,Shirt,Clothing,29,L,Maroon
1263,Boots,Footwear,62,L,Brown
1264,Hoodie,Clothing,70,L,Brown
1265,Sweater,Clothing,92,S,Blue
1266,Shirt,Clothing,79,M,Lavender
1267,Blouse,Clothing,31,M,Peach
1268,T-shirt,Clothing,83,S,Gray
1269,Jacket,Outerwear,88,XL,Charcoal
1270,Jewelry,Accessories,53,M,Lavender
1271,Hoodie,Clothing,98,M,Green
1272,Jewelry,Accessories,57,S,Gray
1273,Sandals,Footwear,80,M,Orange
1274,Jeans,Clothing,29,L,Silver
1275,Hat,Accessories,73,M,Olive
1276,Sweater,Clothing,32,S,Turquoise
1277,Boots,Footwear,68,L,Turquoise
1278,Blouse,Clothing,97,L,Green
1279,Shorts,Clothing,98,M,Violet
1280,Hoodie,Clothing,56,L,Charcoal
1281,Pants,Clothing,78,L,White
1282,Belt,Accessories,81,M,Olive
1283,Shirt,Clothing,68,L,Violet
1284,Shirt,Clothing,94,M,Violet
1285,Dress,Clothing,93,M,Black
1286,Gloves,Accessories,99,M,Charcoal
1287,Gloves,Accessories,49,L,Yellow
1288,Jeans,Clothing,28,XL,Blue
1289,Belt,Accessories,93,XL,Charcoal
1290,Jacket,Outerwear,24,M,Red
1291,Skirt,Clothing,35,M,Indigo
1292,Sandals,Footwear,68,S,Beige
1293,Belt,Accessories,61,M,Maroon
1294,Sweater,Clothing,74,XL,Yellow
1295,Shirt,Clothing,64,M,Silver
1296,Sneakers,Footwear,60,M,Olive
1297,Jeans,Clothing,29,S,Teal
1298,Sandals,Footwear,85,M,Silver
1299,Pants,Clothing,81,S,Indigo
1300,Belt,Accessories,23,L,Teal
1301,T-shirt,Clothing,100,M,Charcoal
1302,Shirt,Clothing,54,M,Orange
1303,Sneakers,Footwear,25,M,Gold
1304,Blouse,Clothing,32,L,Silver
1305,Backpack,Accessories,63,S,Orange
1306,Pants,Clothing,56,XL,Peach
1307,Sweater,Clothing,33,L,Brown
1308,Coat,Outerwear,32,L,Black
1309,Dress,Clothing,38,L,Red
1310,Blouse,Clothing,21,L,Lavender
1311,Hoodie,Clothing,59,L,Brown
1312,Shoes,Footwear,87,M,Maroon
1313,T-shirt,Clothing,79,M,Violet
1314,Shoes,Footwear,28,M,Lavender
1315,Boots,Footwear,67,S,Magenta
1316,Shorts,Clothing,75,L,Green
1317,Belt,Accessories,32,S,Lavender
1318,Pants,Clothing,43,M,Green
1319,Shorts,Clothing,93,M,Maroon
1320,Sunglasses,Accessories,24,M,Magenta
1321,Hat,Accessories,31,XL,Teal
1322,T-shirt,Clothing,84,L,Orange
1323,Pants,Clothing,74,M,Violet
1324,Shorts,Clothing,62,M,Yellow
1325,Jewelry,Accessories,77,S,Orange
1326,Backpack,Accessories,73,L,Gold
1327,Shoes,Footwear,50,M,Indigo
1328,Coat,Outerwear,40,M,Turquoise
1329,Sweater,Clothing,97,M,Orange
1330,Gloves,Accessories,63,M,Indigo
1331,Handbag,Accessories,65,M,Charcoal
1332,Socks,Clothing,91,M,Lavender
1333,Hoodie,Clothing,60,S,Gold
1334,Pants,Clothing,69,M,Lavender
1335,Coat,Outerwear,52,S,White
1336,Boots,Footwear,49,M,Lavender
1337,Sneakers,Footwear,85,M,Charcoal
1338,Sweater,Clothing,86,L,Silver
1339,Handbag,Accessories,51,S,Yellow
1340,Belt,Accessories,56,L,Olive
1341,Belt,Accessories,72,M,Peach
1342,Hoodie,Clothing,27,XL,Yellow
1343,Sunglasses,Accessories,43,XL,Yellow
1344,Sneakers,Footwear,56,M,Indigo
1345,T-shirt,Clothing,37,S,Violet
1346,Dress,Clothing,21,M,White
1347,Hoodie,Clothing,91,L,White
1348,Sweater,Clothing,95,M,Cyan
1349,Belt,Accessories,54,XL,Purple
1350,Socks,Clothing,36,XL,Black
1351,Sunglasses,Accessories,71,M,Orange
1352,Coat,Outerwear,31,L,Maroon
1353,Hat,Accessories,89,XL,Orange
